,tile_id,fans,blotches
15849,APF0000h8n,1,1
25283,APF0000rzo,0,1
15661,APF0000h1d,1,1
18385,APF0000jpr,0,1
2126,APF00001sd,1,1
20590,APF0000mgh,1,0
29269,APF0000wpq,1,1
4990,APF00005na,0,1
15642,APF0000h0h,1,1
28665,APF0000w8v,1,1
15318,APF0000gpe,1,0
4713,APF00005a4,0,0
26550,APF0000tc9,1,0
11996,APF0000cfa,1,1
11550,APF0000byk,1,1
4108,APF0000400,1,0
15888,APF0000h9r,1,1
5421,APF000060z,1,1
6617,APF000076e,0,1
5567,APF000065a,1,1
5239,APF00005ve,0,1
21830,APF0000nng,1,1
4973,APF00005mr,1,1
3704,APF00003h1,1,1
9203,APF00009v2,1,1
10103,APF0000arf,1,0
24186,APF0000qmo,1,0
15621,APF0000gzl,1,1
19704,APF0000ksk,1,1
15777,APF0000h6i,1,0
4724,APF00005av,0,0
27047,APF0000trp,0,1
23079,APF0000pkt,1,1
20535,APF0000mb6,0,1
9953,APF0000amh,1,0
4189,APF0000445,0,1
2205,APF00001un,1,1
7812,APF00008fz,0,1
7604,APF000085o,1,0
8115,APF00008tk,1,1
22210,APF0000ocp,0,1
15348,APF0000gqb,0,1
10520,APF0000b5b,1,0
7002,APF00007in,0,1
19940,APF0000kzl,0,1
8080,APF00008ry,0,1
18161,APF0000jj5,0,1
9891,APF0000ajg,0,1
6510,APF00006zt,1,1
21480,APF0000nc6,0,1
27818,APF0000v9j,1,0
18738,APF0000jzw,0,1
4121,APF000040m,1,1
19875,APF0000kxp,1,1
10545,APF0000b61,0,1
28165,APF0000vus,0,1
18833,APF0000k2s,1,1
3078,APF00002ra,1,0
12379,APF0000cro,1,1
28820,APF0000wd8,1,1
17154,APF0000ihd,1,1
5252,APF00005vr,0,1
24257,APF0000qpv,0,1
29088,APF0000wkp,1,0
22605,APF0000p79,1,1
6800,APF00007bu,0,1
1773,APF00001i7,0,1
10784,APF0000bct,1,1
14448,APF0000fer,1,1
17131,APF0000igj,1,1
9532,APF0000a61,1,0
5808,APF00006g6,1,1
5262,APF00005w1,1,1
19405,APF0000kjv,0,1
2293,APF00001xd,0,1
20787,APF0000mqj,0,1
14614,APF0000fsg,1,1
1552,APF00001bi,1,1
3644,APF00003d1,1,0
18695,APF0000jyp,1,1
28782,APF0000wc5,1,1
19232,APF0000keq,0,1
18949,APF0000k6e,0,1
22026,APF0000nvv,0,1
28573,APF0000w6b,1,1
17857,APF0000j8w,0,1
2327,APF00001yk,1,1
22109,APF0000o2y,0,1
14247,APF0000f5f,1,1
2895,APF00002jw,1,0
16137,APF0000hja,0,1
21321,APF0000n6s,1,1
10057,APF0000apw,0,1
23997,APF0000qen,1,1
5855,APF00006hi,1,1
70,APF000002b,1,1
4061,APF00003ya,1,0
21808,APF0000nmu,1,0
28784,APF0000wc7,1,1
19901,APF0000kyh,0,1
29428,APF0000wu5,1,0
18278,APF0000jmk,1,0
27651,APF0000v0i,0,1
8047,APF00008qo,1,1
9708,APF0000abm,1,1
12071,APF0000che,1,1
9318,APF00009yt,1,1
23794,APF0000q8z,0,1
17728,APF0000j3s,1,1
27263,APF0000u7w,1,0
19951,APF0000kzw,0,1
23737,APF0000q7e,1,1
7306,APF00007r3,0,1
13663,APF0000ef4,1,1
21555,APF0000net,0,1
17511,APF0000isw,1,1
16331,APF0000hsj,1,0
7965,APF00008n6,1,0
5007,APF00005nx,1,1
14273,APF0000f71,1,1
25760,APF0000skp,1,1
27010,APF0000tql,1,1
3549,APF000036s,0,1
5742,APF00006ec,1,1
27226,APF0000u6l,1,0
25379,APF0000s35,1,1
21358,APF0000n80,1,0
17273,APF0000ilb,1,1
28974,APF0000whj,1,0
12846,APF0000d9s,1,1
26616,APF0000te6,1,0
10774,APF0000bcj,0,1
3026,APF00002p1,1,1
12987,APF0000ddz,1,1
14660,APF0000ftq,1,1
22723,APF0000paj,1,1
24848,APF0000rfp,0,0
8870,APF00009i1,1,0
19034,APF0000k8v,1,1
26762,APF0000tj9,1,1
2338,APF00001yy,0,1
23168,APF0000pne,1,0
1758,APF00001hq,1,0
5154,APF00005so,0,1
4628,APF00004vd,1,1
1945,APF00001na,0,1
12583,APF0000cz6,1,0
27905,APF0000vcc,0,1
19436,APF0000kkr,0,1
3631,APF00003c4,1,1
18244,APF0000jlk,1,1
22291,APF0000okk,1,0
17647,APF0000izp,1,1
14733,APF0000fwk,0,1
15922,APF0000hat,0,0
19295,APF0000kgl,0,1
25455,APF0000sbk,0,1
23365,APF0000pw0,1,0
3001,APF00002nz,0,1
13435,APF0000e2r,1,1
12274,APF0000co6,1,0
9311,APF00009ym,1,1
23455,APF0000pyj,1,1
2457,APF0000230,1,0
15643,APF0000h0k,1,0
9803,APF0000afa,1,0
7943,APF00008m4,0,1
22789,APF0000pcd,1,1
8334,APF000091m,1,1
20589,APF0000mgd,0,1
8629,APF00009ao,1,0
24365,APF0000qtw,0,1
4022,APF00003wm,1,1
18225,APF0000jl1,0,1
18989,APF0000k7j,0,1
28159,APF0000vum,1,1
27003,APF0000tqd,0,1
13737,APF0000ek7,1,1
9941,APF0000alt,1,1
7973,APF00008ne,1,1
11210,APF0000bot,1,1
28600,APF0000w72,1,0
17867,APF0000j99,0,1
18226,APF0000jl2,0,1
15320,APF0000gpg,0,1
16606,APF0000i08,1,0
3959,APF00003tg,0,1
9174,APF00009u3,0,1
9530,APF0000a5z,0,1
21000,APF0000mwu,0,1
21742,APF0000nkx,0,1
4665,APF000053z,0,1
29085,APF0000wkm,1,1
10659,APF0000b9a,0,1
22651,APF0000p8j,1,1
3725,APF00003hy,0,1
20769,APF0000mpq,0,1
24092,APF0000qih,1,1
12674,APF0000d3c,1,0
12164,APF0000ckh,1,0
15513,APF0000gw9,1,0
25766,APF0000skv,1,1
3995,APF00003vd,1,1
20454,APF0000m5q,1,1
19277,APF0000kg1,0,1
10261,APF0000aw7,1,0
24970,APF0000rll,1,1
7012,APF00007ix,0,1
13474,APF0000e5a,0,1
24724,APF0000r6m,1,0
5393,APF0000604,1,1
4516,APF00004pc,0,0
26753,APF0000tj0,1,1
20200,APF0000lkj,0,0
7765,APF00008do,1,0
22527,APF0000p48,1,1
8970,APF00009mo,0,1
8480,APF0000966,1,1
28680,APF0000w9a,1,1
12246,APF0000cn6,1,0
14766,APF0000fxz,0,1
12293,APF0000coy,1,0
28997,APF0000wi6,1,1
14830,APF0000g14,0,1
18922,APF0000k5i,1,1
2865,APF00002ir,0,1
2633,APF000029o,0,1
29346,APF0000wrv,1,1
13876,APF0000eor,1,0
25195,APF0000ruj,0,1
27071,APF0000ttt,0,1
18167,APF0000jjb,1,1
21936,APF0000nrt,0,0
19529,APF0000knj,0,1
13775,APF0000ela,1,1
11255,APF0000bq5,0,1
21025,APF0000mxl,0,1
13862,APF0000eny,1,0
3936,APF00003sd,0,1
4420,APF00004co,1,1
17195,APF0000iit,0,1
24005,APF0000qev,1,1
23659,APF0000q4a,1,1
13680,APF0000egi,1,1
17965,APF0000jdb,0,1
9255,APF00009ws,1,1
3844,APF00003ne,1,1
10689,APF0000ba5,1,1
7394,APF00007tj,0,1
6179,APF00006qi,0,1
24614,APF0000r3i,0,1
3636,APF00003cn,1,0
26117,APF0000suw,1,0
27639,APF0000uz2,0,1
15397,APF0000gs1,0,1
19418,APF0000kk9,1,1
5250,APF00005vp,1,1
11905,APF0000cck,0,1
4092,APF00003ze,0,1
23613,APF0000q2z,1,1
25891,APF0000soe,1,1
3585,APF0000392,1,1
19524,APF0000kne,0,1
5958,APF00006kd,0,1
16349,APF0000ht1,1,0
28750,APF0000wb9,1,1
8302,APF000090j,1,0
1702,APF00001fw,0,1
26801,APF0000tkc,1,1
3444,APF000033m,1,1
17599,APF0000iwx,1,1
6014,APF00006lx,0,1
17140,APF0000igs,1,1
5969,APF00006ko,1,1
17225,APF0000ijs,0,1
28558,APF0000w5w,1,1
2603,APF000028i,0,1
20639,APF0000mjs,1,0
11189,APF0000bo8,0,1
5717,APF00006dn,0,1
16115,APF0000hi8,0,1
4843,APF00005hm,1,1
14198,APF0000f3f,1,0
16178,APF0000ho9,1,1
8497,APF000096p,1,1
6038,APF00006ml,1,1
8668,APF00009bv,1,0
10930,APF0000bgx,0,1
18648,APF0000jxb,0,1
8647,APF00009b9,1,1
2197,APF00001uf,1,0
24488,APF0000qyx,1,0
25687,APF0000sil,0,1
3597,APF00003ab,0,1
25750,APF0000skf,1,1
29034,APF0000wj7,1,0
8063,APF00008r6,1,0
20944,APF0000mv7,1,1
27815,APF0000v9e,0,1
26992,APF0000tq2,0,1
27807,APF0000v93,1,1
20853,APF0000msi,1,1
10963,APF0000bhu,0,1
17260,APF0000ikv,0,1
13529,APF0000e73,1,1
9818,APF0000ag2,0,1
4388,APF00004bn,1,1
28985,APF0000whu,1,1
18383,APF0000jpp,1,1
6419,APF00006x6,0,1
11271,APF0000bql,0,1
16095,APF0000hh8,0,1
19307,APF0000kgx,0,1
11941,APF0000cdn,1,0
4126,APF000040x,1,0
24574,APF0000r27,0,1
1778,APF00001id,0,1
17487,APF0000is6,1,1
22079,APF0000nzg,0,1
19043,APF0000k95,0,1
22586,APF0000p6q,1,1
19946,APF0000kzr,1,1
8928,APF00009ko,0,1
2717,APF00002d1,0,1
22550,APF0000p5q,1,1
1000,APF00000un,1,0
5842,APF00006h4,0,1
8931,APF00009ks,0,1
23933,APF0000qcv,1,0
3325,APF0000305,0,1
8624,APF00009ah,1,1
16333,APF0000hsl,1,0
19185,APF0000kdf,0,1
7080,APF00007kt,0,1
18703,APF0000jyx,0,1
4066,APF00003yg,1,0
13549,APF0000e7q,1,1
1113,APF00000xw,1,1
14675,APF0000fua,0,1
12556,APF0000cxs,1,0
24125,APF0000qk4,1,1
8366,APF000092n,1,0
16375,APF0000htr,1,0
17137,APF0000igp,0,1
11424,APF0000bv0,1,1
9884,APF0000aj0,1,0
1625,APF00001dp,0,1
14189,APF0000f32,1,0
27438,APF0000ue3,1,0
15618,APF0000gzh,1,1
18147,APF0000jir,0,1
3872,APF00003op,0,1
26011,APF0000sru,1,0
25605,APF0000sg6,1,1
6272,APF00006t3,0,1
4355,APF00004al,1,1
2860,APF00002il,0,1
635,APF00000k7,0,1
15584,APF0000gyb,1,0
25256,APF0000rys,1,1
24559,APF0000r1p,1,0
22416,APF0000ow3,1,0
17093,APF0000if9,0,1
5506,APF000063f,1,1
9520,APF0000a5n,1,1
7375,APF00007t0,0,1
21568,APF0000nf7,1,1
20171,APF0000lhq,1,0
9866,APF0000aib,1,0
21086,APF0000mzi,0,1
24362,APF0000qts,0,1
11019,APF0000bjf,1,1
17676,APF0000j18,0,1
27804,APF0000v90,1,1
29485,APF0000wvq,1,0
27137,APF0000u1b,0,1
4239,APF000046j,1,1
15509,APF0000gw4,0,1
15886,APF0000h9p,1,1
16919,APF0000i8z,1,1
6211,APF00006re,1,1
946,APF00000t2,1,1
44,APF000001k,0,0
7862,APF00008ia,1,0
4548,APF00004sw,1,1
10169,APF0000atg,1,0
17096,APF0000ifd,1,1
13012,APF0000dev,1,1
7467,APF00007x5,1,1
6291,APF00006tm,0,1
1348,APF000015k,1,1
13683,APF0000eh1,1,1
25794,APF0000sln,1,1
29448,APF0000wup,1,1
12928,APF0000dc5,1,1
27546,APF0000uk1,0,1
1641,APF00001e6,1,1
14728,APF0000fwd,0,1
26814,APF0000tkp,1,1
17299,APF0000im9,0,1
5603,APF000066g,1,1
11009,APF0000bj4,0,1
13626,APF0000eca,1,1
14573,APF0000fnn,0,1
210,APF0000077,0,1
22653,APF0000p8l,0,1
21575,APF0000nfh,1,1
1446,APF000018k,0,1
9074,APF00009qk,1,1
10367,APF0000az9,1,0
22519,APF0000p3v,0,1
2741,APF00002dz,0,1
29395,APF0000wt8,1,1
12977,APF0000ddo,1,0
803,APF00000oz,1,1
4462,APF00004eb,1,1
17120,APF0000ig8,0,1
25018,APF0000rmx,1,1
15854,APF0000h8s,1,1
7813,APF00008g0,0,1
766,APF00000ny,1,1
26701,APF0000th7,0,1
26733,APF0000tid,0,1
1573,APF00001c5,1,0
17645,APF0000izk,0,1
20053,APF0000l4k,0,0
17679,APF0000j1g,1,1
5830,APF00006gs,1,1
13963,APF0000euz,0,1
26313,APF0000t5g,1,1
18730,APF0000jzo,0,1
22265,APF0000ohm,1,0
5296,APF00005x5,1,1
18143,APF0000jin,0,1
27330,APF0000uae,0,1
1487,APF000019p,0,1
18276,APF0000jmi,1,1
8464,APF000095l,0,1
20453,APF0000m5p,0,1
3624,APF00003bt,1,0
8462,APF000095j,0,1
10297,APF0000axb,1,0
10316,APF0000axu,1,1
19573,APF0000kot,0,1
26710,APF0000thg,1,1
10544,APF0000b60,1,1
28096,APF0000vsu,0,1
12904,APF0000dbg,0,1
10403,APF0000b0f,1,1
29330,APF0000wrf,1,1
3581,APF000038y,1,0
14122,APF0000f0p,0,1
3635,APF00003cm,1,0
14891,APF0000g3g,1,1
3940,APF00003sk,1,1
6844,APF00007d6,0,1
15550,APF0000gxd,1,1
23089,APF0000pl5,1,1
17677,APF0000j1a,1,1
28818,APF0000wd6,1,1
24475,APF0000qyf,1,1
27771,APF0000v81,0,1
8487,APF000096e,1,1
24236,APF0000qoy,0,1
13180,APF0000drq,1,0
25096,APF0000rp6,1,1
1527,APF00001at,1,1
12389,APF0000cs1,1,0
22944,APF0000pgs,1,1
14760,APF0000fxj,0,1
13426,APF0000e2i,1,1
19662,APF0000kre,1,1
1168,APF00000zf,1,1
13464,APF0000e4m,1,0
24367,APF0000qtz,1,0
25936,APF0000spp,1,1
8807,APF00009g1,0,1
28828,APF0000wdg,1,1
4289,APF0000489,0,1
10994,APF0000bip,1,1
2561,APF0000270,0,1
8399,APF000093n,1,0
11023,APF0000bjj,1,1
1124,APF00000y7,1,1
2739,APF00002dx,1,0
7182,APF00007nn,0,1
11647,APF0000c19,1,1
4907,APF00005kh,1,1
25796,APF0000slp,1,1
11555,APF0000byp,1,1
28111,APF0000vt9,0,1
2559,APF000026y,1,1
29169,APF0000wmy,1,0
250,APF000008k,0,1
10205,APF0000aum,1,0
6129,APF00006p4,0,1
8078,APF00008rw,1,0
23353,APF0000pvo,1,0
11909,APF0000cco,1,1
18873,APF0000k3z,0,1
2668,APF00002b3,0,1
11460,APF0000bw0,0,1
497,APF00000g3,0,1
16139,APF0000hje,0,1
14963,APF0000gbk,1,1
16391,APF0000hu7,1,0
19699,APF0000ksf,0,1
6837,APF00007cz,0,1
24946,APF0000rkw,1,1
13550,APF0000e7r,1,1
17734,APF0000j42,0,1
16446,APF0000hvq,1,1
6389,APF00006wc,1,1
22521,APF0000p3z,1,0
1372,APF000016b,1,1
776,APF00000o8,1,1
13797,APF0000elw,1,1
9942,APF0000alv,1,0
8121,APF00008ts,1,0
28650,APF0000w8g,1,1
27338,APF0000uan,0,1
24063,APF0000qgy,1,1
13988,APF0000evr,0,1
18018,APF0000jex,1,0
15812,APF0000h7i,1,1
20552,APF0000mcn,1,1
7007,APF00007is,0,1
23407,APF0000px6,1,1
14299,APF0000f8g,1,1
26428,APF0000t8s,1,1
19162,APF0000kcr,0,1
29021,APF0000wiu,1,0
14242,APF0000f58,0,1
19672,APF0000kro,0,1
13905,APF0000eqw,1,0
27696,APF0000v5v,0,1
16099,APF0000hhf,0,1
8101,APF00008t0,0,1
11041,APF0000bk1,1,1
3575,APF000038j,1,0
5040,APF00005ox,1,1
24235,APF0000qox,1,1
15937,APF0000hbh,0,1
22271,APF0000oi6,1,0
476,APF00000ff,0,1
4518,APF00004pq,0,1
3226,APF00002x3,0,1
20316,APF0000lwq,1,0
22438,APF0000oxm,1,1
6292,APF00006tn,0,1
12680,APF0000d3j,1,0
16296,APF0000hrj,1,1
14040,APF0000exh,0,1
13117,APF0000dpy,1,0
28996,APF0000wi5,1,0
1686,APF00001fg,1,1
18746,APF0000k05,0,1
29536,APF0000wxa,1,0
21546,APF0000nei,1,1
9262,APF00009x2,0,1
10924,APF0000bgr,0,1
5002,APF00005ns,1,1
10277,APF0000awo,1,1
4034,APF00003x3,1,1
15134,APF0000gk6,1,1
26433,APF0000t8y,1,1
23861,APF0000qau,1,1
18332,APF0000jo6,0,1
12544,APF0000cxb,1,0
12820,APF0000d91,1,0
20894,APF0000mto,1,1
11406,APF0000buh,1,0
11347,APF0000bsr,1,1
5146,APF00005sf,1,1
4365,APF00004av,0,1
5422,APF0000610,1,1
12395,APF0000cs9,1,0
3029,APF00002p4,1,0
13520,APF0000e6u,0,1
1880,APF00001lh,0,1
4960,APF00005mc,0,1
712,APF00000mf,0,1
23157,APF0000pn3,1,1
19579,APF0000koz,0,1
312,APF00000ag,0,0
22665,APF0000p8x,1,1
24158,APF0000qlf,1,1
16753,APF0000i4c,1,1
5606,APF000066j,1,1
6886,APF00007ep,0,1
19962,APF0000l07,1,1
11749,APF0000c7i,1,0
10210,APF0000aur,1,0
14223,APF0000f4e,1,0
18340,APF0000joe,1,1
7148,APF00007mp,0,1
25080,APF0000rop,1,1
13856,APF0000enn,1,0
23406,APF0000px5,1,1
16287,APF0000hra,1,0
10620,APF0000b86,1,1
1338,APF0000156,0,1
14679,APF0000fuf,0,1
27689,APF0000v4q,1,1
23908,APF0000qc6,0,1
10637,APF0000b8o,1,1
13662,APF0000ef1,1,0
25915,APF0000sp2,1,1
25532,APF0000se4,0,1
26116,APF0000suv,1,1
15145,APF0000gkh,1,1
24773,APF0000r82,0,1
24704,APF0000r62,1,0
16664,APF0000i1u,1,1
13303,APF0000dyf,1,1
5559,APF0000652,1,1
16776,APF0000i4z,1,0
21961,APF0000nss,0,1
7221,APF00007oq,0,1
4704,APF000059f,1,1
26266,APF0000t2g,1,1
20034,APF0000l2d,1,1
11701,APF0000c36,1,1
3587,APF000039f,0,1
26331,APF0000t5y,1,0
23654,APF0000q44,1,1
25162,APF0000rrl,1,0
15866,APF0000h95,1,1
3961,APF00003tl,0,1
10010,APF0000aoe,1,1
28325,APF0000vze,1,1
20915,APF0000mub,0,1
15293,APF0000gop,0,1
13483,APF0000e5l,1,0
16146,APF0000hjn,1,1
2499,APF000024n,1,1
9859,APF0000ahy,1,0
2345,APF00001z8,1,1
18121,APF0000jhy,0,1
1883,APF00001lk,0,1
22570,APF0000p6a,1,0
15692,APF0000h2m,1,1
28870,APF0000wem,1,1
18499,APF0000jsz,0,1
29417,APF0000wtu,1,1
26918,APF0000tnr,1,1
17263,APF0000iky,1,0
24465,APF0000qy2,1,0
3837,APF00003n6,0,1
14569,APF0000fn6,0,1
20254,APF0000lqo,0,1
21699,APF0000nji,1,1
19548,APF0000ko3,0,1
23057,APF0000pk6,1,1
19563,APF0000koj,1,1
15950,APF0000hc7,1,1
5983,APF00006l2,0,1
17174,APF0000ii0,0,1
7025,APF00007ja,0,1
7562,APF000083b,1,0
22186,APF0000oaa,0,1
4041,APF00003xc,1,1
11991,APF0000cf4,1,1
18110,APF0000jhn,1,1
6439,APF00006xq,1,1
6858,APF00007dn,0,1
20775,APF0000mq2,1,0
994,APF00000ug,1,1
17991,APF0000je5,0,1
28087,APF0000vsl,1,1
15813,APF0000h7j,1,1
13826,APF0000emp,1,0
1815,APF00001jh,1,1
10781,APF0000bcq,0,1
17962,APF0000jd8,0,1
16506,APF0000hxe,1,1
9817,APF0000ag1,1,1
11299,APF0000brd,0,1
24794,APF0000r8p,1,0
2686,APF00002bt,0,0
21624,APF0000nh9,0,1
18714,APF0000jz8,0,1
5003,APF00005nt,0,1
23762,APF0000q83,1,1
21712,APF0000njx,0,1
9499,APF0000a50,1,1
28746,APF0000wb5,0,1
3435,APF000033a,1,1
13440,APF0000e2w,1,1
2694,APF00002c2,0,1
4730,APF00005bd,0,1
14627,APF0000fst,1,1
1865,APF00001l0,0,1
2510,APF0000250,1,0
18932,APF0000k5t,0,1
27704,APF0000v63,0,1
25519,APF0000sdq,1,1
10913,APF0000bgg,0,1
22028,APF0000nvy,0,1
7907,APF00008kg,0,1
14129,APF0000f0y,1,0
9057,APF00009pz,1,1
7960,APF00008mv,0,1
8164,APF00008vg,0,1
25219,APF0000rwf,0,1
22739,APF0000paz,1,0
2078,APF00001r1,0,1
5508,APF000063h,1,1
8642,APF00009b2,1,0
16355,APF0000ht7,1,0
20424,APF0000m4n,1,1
29628,APF0000x1f,0,1
17782,APF0000j5r,0,1
7576,APF0000849,1,0
8180,APF00008w0,1,1
1046,APF00000w0,0,1
3975,APF00003u6,1,1
4046,APF00003xh,1,1
18727,APF0000jzl,0,1
28967,APF0000whc,1,1
18887,APF0000k4e,0,1
5812,APF00006ga,1,1
19871,APF0000kxk,0,1
22834,APF0000pdm,0,1
16066,APF0000hg3,0,1
23404,APF0000px3,0,1
6621,APF000076i,0,1
29549,APF0000wxz,0,0
20085,APF0000l8n,0,0
26026,APF0000ssa,1,1
11522,APF0000bxs,1,1
20714,APF0000mn9,1,0
2821,APF00002h6,0,1
4412,APF00004cd,1,1
13536,APF0000e7a,1,1
7233,APF00007p2,0,1
1072,APF00000wr,1,1
11252,APF0000bq2,1,0
8846,APF00009h7,1,0
27724,APF0000v6n,0,1
1697,APF00001fr,0,1
7138,APF00007mf,1,1
21064,APF0000myr,0,1
13160,APF0000dr6,1,1
28091,APF0000vsp,0,1
6042,APF00006mp,1,0
1724,APF00001gm,1,1
12800,APF0000d8h,1,1
17801,APF0000j6g,1,1
19053,APF0000k9f,1,1
15,APF000000i,0,0
19198,APF0000kds,0,1
3398,APF0000326,0,1
29263,APF0000wpk,1,1
17498,APF0000ish,0,1
16844,APF0000i6v,1,0
3804,APF00003lf,1,1
12212,APF0000cm4,0,1
2918,APF00002ku,0,1
13212,APF0000dtr,0,1
5471,APF000062f,1,1
9043,APF00009pg,1,1
16290,APF0000hrd,1,0
22198,APF0000obj,0,1
22230,APF0000oe2,0,1
9180,APF00009ua,0,1
12833,APF0000d9f,1,0
4844,APF00005hn,0,1
8340,APF000091s,0,1
12567,APF0000cyf,1,0
17246,APF0000ikg,1,1
9968,APF0000an6,1,1
4640,APF00004xy,1,0
12458,APF0000cue,1,0
20797,APF0000mqv,1,1
24661,APF0000r4t,0,1
11564,APF0000byy,1,1
501,APF00000g9,0,1
28520,APF0000w4u,1,1
8590,APF000099i,1,1
18159,APF0000jj3,0,1
25756,APF0000skl,1,1
11422,APF0000bux,1,1
28015,APF0000vj0,0,1
15926,APF0000hay,0,1
22415,APF0000ow1,1,0
21705,APF0000njo,0,1
11766,APF0000c81,1,1
23011,APF0000pit,1,1
25806,APF0000sm0,0,1
20561,APF0000mdf,0,1
9805,APF0000afe,1,1
7389,APF00007te,0,1
22321,APF0000oo9,1,1
361,APF00000c3,0,1
22397,APF0000ov0,1,1
21619,APF0000nh2,1,1
28846,APF0000wdy,1,0
2979,APF00002n6,0,1
24440,APF0000qx5,0,1
11190,APF0000bo9,1,1
10180,APF0000att,1,0
10042,APF0000apc,1,1
20470,APF0000m6n,1,1
17410,APF0000ipu,0,1
26469,APF0000t9y,1,1
22768,APF0000pbs,1,1
25726,APF0000sjq,1,1
17432,APF0000iqj,1,1
3832,APF00003my,0,1
20795,APF0000mqt,0,1
16085,APF0000hgx,0,1
9578,APF0000a7q,1,0
22055,APF0000nx4,1,1
18808,APF0000k22,0,1
570,APF00000id,0,1
16607,APF0000i09,1,1
9250,APF00009wk,1,0
4818,APF00005gp,1,1
2473,APF000023o,0,1
15354,APF0000gql,1,1
25034,APF0000rnd,1,1
19466,APF0000kln,0,1
28073,APF0000vqd,0,1
13355,APF0000e0j,0,1
12529,APF0000cwq,0,1
18725,APF0000jzj,0,1
25540,APF0000sec,1,1
18645,APF0000jx8,1,1
12239,APF0000cmw,1,1
19342,APF0000khy,1,1
24310,APF0000qrw,1,0
16062,APF0000hfy,0,1
26475,APF0000ta4,1,1
22931,APF0000pgf,0,1
4598,APF00004uj,0,1
27208,APF0000u5q,1,0
29484,APF0000wvp,1,1
22421,APF0000owf,1,1
18896,APF0000k4o,0,1
3380,APF000031o,1,1
4984,APF00005n4,0,1
28445,APF0000w2r,1,0
13486,APF0000e5q,1,0
16094,APF0000hh7,0,1
16938,APF0000i9i,1,1
19227,APF0000kel,0,1
28418,APF0000w20,1,1
9930,APF0000al0,0,1
19739,APF0000ktk,1,1
20516,APF0000m8s,0,1
15596,APF0000gyn,0,1
11734,APF0000c4f,1,1
22487,APF0000p1r,1,0
14182,APF0000f2v,1,0
13346,APF0000e08,0,0
10140,APF0000asi,1,1
22053,APF0000nx2,0,1
5349,APF00005yp,1,1
6464,APF00006yf,1,1
22624,APF0000p7s,1,1
22539,APF0000p4u,1,0
14010,APF0000ewh,0,1
8501,APF000096t,1,1
7203,APF00007o8,0,1
16868,APF0000i7j,1,0
7271,APF00007q4,0,1
8662,APF00009bp,1,1
22308,APF0000omu,0,0
14953,APF0000gac,0,1
18283,APF0000jmq,0,1
23639,APF0000q3p,0,1
9363,APF0000a0j,0,1
6513,APF00006zx,0,1
23846,APF0000qaf,0,1
27464,APF0000uex,1,0
25594,APF0000sfv,1,1
23492,APF0000pzl,1,1
5949,APF00006k4,1,1
14146,APF0000f1g,1,0
21577,APF0000nfk,0,1
11563,APF0000byx,1,1
2937,APF00002li,0,1
27432,APF0000udw,1,1
26147,APF0000svr,1,1
26665,APF0000tfu,1,1
13399,APF0000e1r,1,1
16028,APF0000heo,0,1
8043,APF00008qg,0,1
22188,APF0000oad,0,1
19319,APF0000kha,1,1
21278,APF0000n5i,1,1
9344,APF00009zp,0,1
5817,APF00006gf,1,1
2791,APF00002fz,1,0
7742,APF00008ct,1,1
27516,APF0000ugk,0,1
25163,APF0000rrm,1,0
20023,APF0000l22,0,1
15880,APF0000h9j,1,1
24474,APF0000qyd,1,1
19505,APF0000kmu,0,1
6936,APF00007gr,0,1
12376,APF0000crl,1,1
7282,APF00007qf,0,1
25888,APF0000sob,1,1
10349,APF0000ayr,1,1
713,APF00000mh,1,1
14205,APF0000f3s,0,1
14518,APF0000fhh,0,1
15551,APF0000gxe,1,1
25286,APF0000rzr,0,1
3110,APF00002sk,0,1
6040,APF00006mn,1,1
18338,APF0000joc,1,1
1369,APF0000168,1,1
9879,APF0000ais,0,1
11862,APF0000cb6,1,1
581,APF00000io,0,1
13986,APF0000evp,0,1
20035,APF0000l2e,1,1
28534,APF0000w58,1,1
11703,APF0000c38,1,0
6206,APF00006r9,0,1
11655,APF0000c1k,1,0
7919,APF00008l0,1,0
12453,APF0000cu8,1,0
27126,APF0000u0b,1,1
3028,APF00002p3,1,0
12546,APF0000cxe,1,0
23575,APF0000q1x,1,1
3494,APF0000356,0,1
3144,APF00002ty,0,1
26998,APF0000tq8,1,1
8635,APF00009au,0,1
12468,APF0000cuq,1,0
15094,APF0000gj2,1,1
5877,APF00006i4,1,1
10519,APF0000b5a,1,0
10753,APF0000bby,1,1
8674,APF00009c2,0,1
1637,APF00001e1,0,1
1088,APF00000x7,1,1
20074,APF0000l7e,1,1
8634,APF00009at,1,0
10100,APF0000arc,1,1
2228,APF00001vb,0,1
21360,APF0000n82,1,1
1715,APF00001gb,0,1
8743,APF00009e4,0,1
16303,APF0000hrr,1,1
11871,APF0000cbh,1,1
14319,APF0000f9i,0,1
2168,APF00001tk,1,1
11215,APF0000boy,1,0
16329,APF0000hsh,1,1
12169,APF0000ckn,1,1
27652,APF0000v0v,0,1
19988,APF0000l10,0,1
12304,APF0000cpb,0,1
2275,APF00001ws,0,1
12329,APF0000cq3,1,1
24448,APF0000qxe,0,1
2184,APF00001u1,0,1
17203,APF0000ij2,1,0
21516,APF0000ndi,0,1
17892,APF0000jab,0,1
13233,APF0000dvr,0,1
23711,APF0000q6o,1,1
29609,APF0000x0c,1,1
21015,APF0000mxb,0,1
21054,APF0000myg,0,1
12027,APF0000cg5,1,1
28084,APF0000vsa,0,0
